Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
2991,,13-08-1981,6:54:38,FALSE,1.316,JESSICA,ANTONIN,HASEGAWA-NEWSOME,Monday,-0.6,Dog,Roasted
2992,,27-05-2008,8:33:31,TRUE,1.225,MIKIEL,SOUAD,HAILE,Monday,16.8,Giraffe,Dark
2993,No,09-03-2014,20:36:57,FALSE,1.218,MADALYN,SHEHANI,AUDSLEY,Thurs,29.1,Elephant,Milk
2994,No,15-10-2010,,,1.272,NIRVAN,,KOTHIYAL,Sat,40.1,Dog,Medium
2995,,14-07-2003,0:09:27,,1.029,KIBALA,,REWELL,Tuesday,17.3,,Dark
2996,Yes,,19:57:33,TRUE,1.977,TORIANA,,PARKER,Wed,18.7,Dog,Roasted
2997,,25-01-2019,14:04:27,,1.669,QUINSLEY,ARNALD,GOTTSCHUTZKE,Fri,30,Giraffe,Roasted
2998,Yes,13-07-2018,,TRUE,1.786,TYLAR,,ZAPLATYNSKYJ,Wed,19.9,Snail,Roasted
2999,,09-03-1991,17:08:01,FALSE,1.673,JANE-MICHELLE,,MARTIN - PRICE,Monday,23.1,Dog,Medium
3000,No,18-10-1982,18:05:22,FALSE,,SWEETLOVE,ZINAR,BURUTWANAYO,Wed,10.4,Cat,Medium
3001,,03-12-1998,14:29:36,TRUE,1.919,KEITEL,GABRIELLE,GLUSHKOV,Sun,-3.1,,Roasted
3002,Yes,06-08-2013,19:34:24,TRUE,1.183,ROWEN,ZI-JIAN,SHEARD,Sun,35.7,,Medium
3003,Yes,,,FALSE,1.569,MANZOOR,,DAY - POMEROY,Monday,40.4,,Dark
3004,,10-07-2007,16:01:32,TRUE,1.76,ZARAC,,ISAACSON,Monday,43.2,,Roasted
3005,,06-10-1995,23:12:00,FALSE,1.057,SHOSHANNA MIA,MARY-LEE,CABASA,Thurs,34.9,Elephant,Dark
3006,,22-05-2006,20:50:42,FALSE,1.149,DARYA,,SY,Wed,27,Snail,Roasted
3007,,23-07-1984,,FALSE,1.883,THANA,,MCNEELEY,Thurs,38.9,,Medium
3008,,12-03-1993,,FALSE,1.86,JERAHMEEL,RAAID,LISLES-DILLOW,Wed,-1.8,Snail,Milk
3009,,,,FALSE,,OJOCHIMETE,LILLITH,TRAEGER,Tuesday,38.3,,Roasted
3010,,21-08-2003,13:12:51,TRUE,1.177,KRISTYLEE,,SMITH-NASH,Fri,6.8,Dog,Milk
3011,,22-10-1991,1:52:58,,,THANWA,,DOWSEY,Sat,22.8,Elephant,Roasted
3012,,21-07-1991,20:54:12,TRUE,1.84,GLEN,,JAAFARY,Tuesday,6.2,Cat,
3013,,24-03-1986,17:06:07,FALSE,1.674,VLAMILA,NALIS,FLORIO,Sat,27.4,Giraffe,Medium
3014,,25-08-1989,5:43:03,TRUE,1.828,I.,,GOODRIDGE-HAMPTON OID,Tuesday,5.5,Elephant,Medium
3015,No,19-07-1989,13:36:36,TRUE,1.119,SEUNGAH,FATMIAH,PUNTAR-LYONS,Fri,40.1,Snail,Milk
3016,,22-12-1985,21:19:34,TRUE,1.108,WEN,,MACINTYRE,Tuesday,35.5,Cat,Milk
3017,,05-07-1992,1:00:43,FALSE,1.603,MIKAEKA,,PRZYBYLSKI,Thurs,16.5,Giraffe,Milk
3018,,12-05-2017,14:35:17,FALSE,1.736,MURDOCH,CALLI,MEYRICK,Sat,8.1,Dog,
3019,,31-07-1984,,TRUE,1.795,KNOX,,TOLHURST,Sun,32.9,Giraffe,Dark
3020,,17-07-2007,0:04:01,,1.671,KELLY-MAREE,MANTELLI,DARCY-SMITH,Sun,-0.7,Snail,Dark
3021,,29-11-2019,9:06:55,TRUE,1.725,YUFAN,,PETASHVILI,Monday,2.5,,Medium
3022,No,,0:35:47,TRUE,1.576,DEVEN,,BROWN-MEDLEY,Monday,-2.3,Snail,Medium
3023,Yes,10-09-2007,1:56:09,TRUE,1.862,SOLMAZ,,MANZARI,Thurs,45.6,Dog,Dark
3024,,20-11-1985,2:47:00,FALSE,1.31,GALLAGHER,KANTANAT,SPANTON,Fri,-1.3,Giraffe,Dark
3025,,11-10-2013,17:54:42,TRUE,1.623,AWALITH,,PRIPWAI,Fri,5.6,Dog,Roasted
3026,Yes,11-06-2010,,TRUE,1.991,XANTIA-JAINE,PRENTESS,ING,Sat,38.9,Giraffe,Milk
3027,Yes,19-04-1989,0:09:39,FALSE,1.658,HAOQIAN,KWONG,NYAUPANEY,Sun,20.4,,Medium
3028,,16-08-1993,3:54:59,TRUE,1.933,SVARA,KONSTANDINOS,ALLNUTT,Thurs,38.5,Snail,Dark
3029,No,30-08-1993,13:39:46,TRUE,1.858,JANITH,,GREIF,Thurs,33,Cat,Milk
3030,,27-01-2012,19:29:40,FALSE,1.778,SHAUN,,LOXTON,Fri,30.1,Giraffe,Roasted
3031,,20-01-2019,1:47:48,FALSE,1.041,MHOO,ANGKOR,MARONICH,Fri,20.6,Giraffe,Roasted
3032,Yes,14-03-2009,12:46:17,FALSE,1.653,SAAM,SHAO,KNOLL,Fri,26.6,Snail,Medium
3033,,22-09-2015,17:51:53,TRUE,1.226,SHARNAZ,CLIFFIE,TRABILSIE,Thurs,18.2,Snail,Milk
3034,Yes,14-04-2014,6:14:05,TRUE,,TEATA,CYRUS-KANE,FABRIZIO,Wed,25.4,Snail,Roasted
3035,,14-11-1983,23:20:46,TRUE,1.932,DEE,,CHOTA,Tuesday,18.6,Dog,Milk
3036,,27-03-1989,8:24:01,FALSE,1.207,KYEL,MARICA,IVARSSON,Sun,33.8,Dog,Milk
3037,,03-04-1985,20:29:25,FALSE,,GREARSON,CALIPUSAN,SPEET,Sat,32.1,Giraffe,Roasted
3038,Yes,,4:03:28,FALSE,1.265,CIARNE,MARY,MANLANGIT,Tuesday,30.5,Dog,Milk
3039,Yes,15-04-1994,8:23:19,FALSE,1.689,NAVNOOR,REDEN,TOHU,Thurs,9.5,Giraffe,Dark
3040,No,27-02-2014,21:37:55,FALSE,,COMFORT,,DOMAS,Sun,13.2,Snail,Milk
3041,,24-09-1987,12:51:08,FALSE,1.655,PEIZE,,BORCHERS,Sun,31.2,Snail,Roasted
3042,,24-04-2000,,FALSE,1.875,KRYSTY,,PASCULLI,Fri,1.7,,Medium
3043,,,3:29:14,FALSE,1.982,NORMA,CORVIN,,Thurs,29.5,Dog,Roasted
3044,,,13:46:41,,1.812,JACINTA-LEA,BAILLY,,Sat,26.7,Cat,Milk
3045,,03-03-1995,12:01:23,TRUE,1.047,CHIIARA,WYNTAR,TEMNOFF,Fri,16.9,Snail,Medium
3046,Yes,27-08-1993,,TRUE,1.805,SYAFRI,,BUL ALITH,Sun,0.9,Snail,Milk
3047,No,05-09-1980,,TRUE,1.22,JENLAINE,,DAFILLIS,Fri,43.6,Elephant,Dark
3048,Yes,28-09-1983,4:43:50,TRUE,1.847,SHANALA,MOZHGAN,TOULOUMIS,Sat,29.1,Giraffe,Medium
3049,No,03-03-2004,17:47:06,,,CI,LAMBRINI,ROKA,Tuesday,33.3,Snail,Milk
3050,,28-01-2004,,TRUE,1.479,GRIFFITHS,GIORDON,MIYUMO,Tuesday,28.3,,Dark
3051,,13-09-1998,0:40:31,FALSE,1.553,TAHLIA-LEE,,VARMAAN,Sun,34.4,,Roasted
3052,,22-08-2002,12:58:41,FALSE,1.876,DAYTON,DELIA,CALLEY-CLARKE,Tuesday,36.9,,Medium
3053,,14-05-2018,,FALSE,1.039,CHADWICK,HAYLIE,KABAMBA,Tuesday,0.2,,Medium
3054,,19-12-1987,19:33:50,FALSE,1.348,ROLF,,,Monday,34.9,,Milk
3055,Yes,25-04-1997,13:42:24,FALSE,1.551,ENAYATH,ANJO,BURDITT,Monday,14,Elephant,Milk
3056,Yes,23-12-2009,5:29:29,TRUE,1.543,TAIHLOR,ELLIOT,TRAN,Fri,-1,,Milk
3057,No,17-07-1999,6:55:46,TRUE,1.755,XXAVIER,NATTAKIT,SHEGOG-MOORE,Sun,1.6,Snail,Medium
3058,,23-04-1980,20:07:42,FALSE,1.429,HAAN,SAJE,DUJALI,Wed,42.6,Snail,Roasted
3059,,22-09-1983,4:51:47,TRUE,1.951,M,,GOUMAS,Thurs,9.1,,Dark
3060,,30-07-2018,12:06:03,TRUE,1.438,ROSAN,,,Tuesday,40.4,Giraffe,Dark
3061,,29-12-1987,13:19:49,TRUE,1.953,EBONY-MAE,,ZAWITKOWSKI,Tuesday,32,Snail,Roasted
3062,No,01-12-1992,13:16:06,TRUE,1.308,KEVEN,,MCMICHAEL,Monday,37,Giraffe,Milk
3063,No,08-04-2000,,FALSE,1.119,GEORGIAH,,NAABWE,Tuesday,10.3,Snail,Milk
3064,,,8:10:49,TRUE,1.909,BREUER,KEANG,TRUJILLO URIBE,Thurs,39.2,Giraffe,Dark
3065,,04-09-2013,23:08:01,FALSE,1.413,GRACE,,CAPUTI,Fri,45.6,Giraffe,Medium
3066,,,13:16:34,FALSE,1.364,LYNNDE,SAFIATU,FREYER,Wed,22.7,Dog,Medium
3067,,11-05-2009,18:44:29,FALSE,1.306,ELANA,LAVORNIA,KLEINE,Fri,-0.1,,Medium
3068,,09-02-1992,7:49:54,FALSE,,ABDULHAFIZ,,SUCHOCKI,Sun,20.2,Cat,Medium
3069,Yes,26-10-2011,8:41:19,FALSE,1.769,SIOSIFA,HARKARANVEER,HONOW,Sat,9.2,Giraffe,Medium
3070,Yes,22-08-2013,16:36:39,FALSE,,JECHT,,RENU,Wed,15.1,Elephant,Milk
3071,,04-10-1992,4:27:33,FALSE,1.466,DILLON-JAKE,,FORTUNASO,Tuesday,42.1,,Medium
3072,Yes,12-06-2010,4:54:03,FALSE,1.57,AFRA,,SHERIF,Sat,-3,Snail,Dark
3073,,22-07-1991,21:58:24,FALSE,,WI,SIGAN,KARA,Monday,20.6,,Medium
3074,,14-09-2000,18:58:17,TRUE,1.824,JORDARNA,,WILSON-SORENSEN,Tuesday,32.5,Giraffe,Dark
3075,,20-06-2019,6:04:10,FALSE,1.752,MATVEI,,OSTER-STANLEY,Sat,37.2,Cat,Milk
3076,No,01-02-1999,9:14:01,FALSE,1.589,LUI,ASHISHKUMAR,CHIANG,Monday,25.7,,Medium
3077,Yes,30-11-1998,10:32:23,,1.544,CARL,KIALL,BOYLE - ANDERSON,Sun,-1,Cat,Dark
3078,,04-01-2017,5:13:56,TRUE,1.507,PETER,,MATJANOW,Thurs,38.4,Elephant,Roasted
3079,,21-09-2019,17:05:35,,,SHAMBHALA,BIREN,BIERMANN,Tuesday,44.7,Snail,Dark
3080,,15-12-1981,17:46:10,FALSE,1.883,TOUTAI,ETHANUAL,NACHAZEL,Tuesday,34.4,Snail,Milk
3081,,13-03-1986,,TRUE,1.595,ABDULHALIM,TENGYUAN,TADDEO,Thurs,-2.1,Elephant,Roasted
3082,Yes,29-11-1986,7:44:23,FALSE,1.915,KERR,,CAMPHOO RANKINE,Monday,42.6,Dog,
3083,No,29-09-1990,5:04:39,,1.392,ROREY,NATE-CHARLIE,ETABO,Tuesday,37.8,Cat,Milk
3084,No,14-12-2016,13:07:49,FALSE,1.746,MALGORZATA,KCHIVA-ANI,LUNG COEL THANG,Monday,40,Giraffe,Dark
3085,Yes,19-05-2016,5:33:31,FALSE,1.518,MAKHALIA,,GALANOPOULOS,Tuesday,4.5,Elephant,Milk
3086,,,4:32:04,TRUE,1.737,BOYU,MOHAMED AM,YARD,Sat,1,Cat,
3087,,25-12-1986,7:53:27,TRUE,1.348,DRASHTI,,VLASSOPOULOS,Wed,23.5,,Roasted
3088,No,,,TRUE,1.347,TRU-DEVINE,,DUMBRECK,Tuesday,38.6,Giraffe,Dark
3089,No,16-02-1997,11:11:26,TRUE,1.237,ADRIARNA,,WARLAND,Sat,22.6,Cat,Medium
3090,No,30-03-2020,22:24:26,,,ADDISON,WARRICK,,Tuesday,21.6,Dog,Medium
3091,No,03-08-1982,,TRUE,1.132,JOELLE,,DE HAAIJ,Fri,42.8,Cat,Medium
3092,Yes,19-08-1997,10:59:40,TRUE,,YAK-TANGGA,,RAWIRI WILSON,Fri,16,Elephant,Roasted
3093,Yes,31-07-2004,15:03:16,TRUE,1.258,ANTON,,GHODKE,Fri,-0.2,,Dark
3094,,20-04-1985,7:45:59,FALSE,1.686,YUKIHIRO,CORRINA-JANE,SOLLY,Thurs,5.3,Dog,Medium
3095,Yes,13-10-2003,,FALSE,1.355,CAITLYNN,ELFRIEDE,GAJDA,Thurs,2.3,Giraffe,Milk
3096,,05-07-2020,11:23:10,,1.521,RAMANJEET,,WEETRA-LANGFORD,Fri,-0.5,Elephant,Roasted
3097,,21-04-1986,9:09:05,TRUE,1.189,DESTIANY,,LIMNEOS,Thurs,34.9,Cat,Dark
3098,Yes,25-12-1995,,TRUE,1.69,MEWAEL,YUJIA,NEWTON-ANDERSON,Monday,37.9,Snail,Roasted
3099,,,21:18:09,TRUE,1.625,PRABAS,,PHAN HA MINH,Wed,16.1,Elephant,Milk
3100,,,14:10:06,FALSE,1.234,FAAMANU,JINWEN,SOMOGYI,Sun,35.4,Snail,Dark
3101,,,4:12:37,TRUE,1.601,EDJENI,NNEOMA,ORCHARD-MIHAILOFF,Fri,43.4,Elephant,Milk
3102,,25-12-2005,22:32:49,TRUE,,HUI-LI,,AGHAEI LIAVALI,Sat,42.3,Dog,Dark
3103,No,07-02-1985,0:27:09,FALSE,1.739,VISALAKSHI,IRAINA,BALDIN-MOORE,Sat,15.2,Elephant,Milk
3104,Yes,06-02-1987,7:48:20,FALSE,,KAILYB,ACHAL,MOREIRA OLIVA,Sat,22.3,Elephant,Medium
3105,,17-09-1999,11:03:49,FALSE,1.985,MALEAK,MULAGHETA,,Tuesday,7.4,Dog,Milk
3106,Yes,02-09-2013,6:42:47,FALSE,1.298,ERYN-JAYE,,SIVAKUMAR SUJATHA,Thurs,26.5,,Dark
3107,No,01-11-2004,11:04:40,TRUE,,CHRISTEL,,IENCO-NORRIS,Wed,32.3,Cat,Milk
3108,,01-04-2004,22:29:09,FALSE,1.174,SHAMBHVI,NHI STEFFANY,GLEAVE,Monday,8.4,Giraffe,Milk
3109,,01-12-1989,18:17:45,FALSE,1.814,ALMOUTHANA,CUT,,Tuesday,31.8,Dog,Milk
3110,Yes,,5:52:38,FALSE,1.229,JAYLENE,,VESTER,Sat,35.5,Cat,Roasted
3111,No,30-10-2015,3:13:35,TRUE,1.05,MOETU,BLAEC,DELAND,Thurs,27.9,Elephant,Medium
3112,,25-02-2001,17:56:15,FALSE,1.207,PANAYOTI,,HOPKINS-FARROW,Tuesday,2.8,,Medium
3113,,27-10-1987,3:03:57,FALSE,1.146,RAPID,,CERVERA-HUNT,Sat,25.9,Snail,Medium
3114,,18-06-2018,22:23:58,TRUE,1.082,RENYUN,AYII,GRANDISON,Sun,12.6,Dog,Milk
3115,No,23-01-1982,3:11:45,,1.517,ARRABELLA,,MILAZZO,Fri,40.6,Cat,Medium
3116,,25-07-1995,5:20:27,FALSE,1.821,DUT,XANDER-JOHNATHON,HEBBERMAN,Thurs,20.9,Dog,Roasted
3117,Yes,29-09-2009,,FALSE,1.837,KANNADIIDE,,DAVAN,Sun,41.7,Elephant,Roasted
3118,,25-11-1995,7:00:35,TRUE,1.113,AMIA-LILY,,KINSLEY,Wed,34.3,Dog,Roasted
3119,,15-05-2007,21:47:44,FALSE,1.746,GIDAY,HANCOCK,FORREST,Thurs,21.3,,Dark
3120,,13-03-2016,21:12:02,FALSE,,UNATHI,KARMYN,SWARBRICK GLEESON,Wed,38.8,Dog,Roasted
3121,,26-04-1998,9:02:43,FALSE,1.191,ALEXANDER,TADDEO,ARTONI,Sun,13.6,Snail,Milk
3122,Yes,20-11-2017,7:20:24,FALSE,1.12,MAKRAM,,LOUCA,Sun,12,,Roasted
3123,,31-07-2009,1:57:53,FALSE,1.407,YEE,VOSAM,JOHNS-FOULDS,Sun,38,Elephant,Milk
3124,,17-01-1983,1:42:56,FALSE,,DELVIAN,,DIONELA,Sat,4.4,Elephant,Milk
3125,,31-07-2014,10:26:01,FALSE,1.476,ADELAIDE,PATRIC,RANAWEERAGE,Fri,13.6,Snail,Milk
3126,,23-05-1997,12:03:23,TRUE,1.193,UJJAWAL,,TRANQUILAN,Thurs,15.6,Giraffe,Dark
3127,,31-05-2016,,TRUE,1.416,SYMER,JHAYDE,MICHAELIS,Wed,44.3,Elephant,Dark
3128,,02-02-1990,23:45:31,FALSE,1.781,DRENNEN,,HALDANE,Sun,17.9,Cat,Roasted
3129,No,09-01-2016,2:42:27,TRUE,1.956,VASSILI,,ACITINO,Sun,15.3,,Roasted
3130,Yes,14-06-2010,4:31:25,FALSE,,SAHRYAH,,RHUE,Sat,45,Elephant,Medium
3131,Yes,08-09-1994,12:31:09,TRUE,1.031,JEYT,HEBEBE,POTIUCH,Fri,4.3,Giraffe,Roasted
3132,,19-07-2010,9:50:44,TRUE,1.811,JAELAH,EUIJIN,KRYLOV,Wed,31.1,,Dark
3133,Yes,21-06-2003,4:16:41,TRUE,,EH,JEANNE,THISTLETHWAYTE,Thurs,30.8,Elephant,Milk
3134,,22-01-2016,15:57:20,TRUE,1.005,HUBIB,ANTONIOUS,MULLETT,Wed,27.5,,Dark
3135,,29-03-1980,0:15:14,FALSE,1.376,FEZELEH,RUTA,CINZIO,Thurs,42.5,Dog,Milk
3136,No,15-03-1989,7:45:24,FALSE,1.541,WAYDEN,PERKDHEY,OEST,Wed,10.4,Giraffe,Roasted
3137,,24-05-1988,14:06:12,FALSE,1.683,BRIDGID,,AL-SHAMMARY,Wed,16.4,Snail,Roasted
3138,,09-02-2016,7:59:20,TRUE,1.508,DAELIN,PATER,KAURIRAI,Tuesday,32,Dog,
3139,,11-09-2015,7:32:02,TRUE,1.657,ABDOULRAHMAN,,LAPLAP,Monday,5.6,Cat,Dark
3140,Yes,10-07-2011,4:54:04,,1.133,JUILL,NANDAKUMAR,BEREDA,Sat,13.6,,Medium
3141,,05-05-2014,9:48:37,TRUE,,CHARLIESE,BRIX,ZORLAK,Fri,36,Giraffe,Milk
3142,,19-09-1991,8:40:17,FALSE,1.766,ZARABELL,RJ,DE HAAIJ,Sun,25,Dog,Dark
3143,Yes,,20:25:27,,1.81,ANEMIEKE,SHIRREEN,ROMBOUTS,Monday,38.7,Cat,Medium
3144,,17-01-2001,3:11:12,FALSE,1.684,BRADIE,BIANKA,GEMO,Thurs,-2.7,Giraffe,Dark
3145,,24-07-1981,1:54:59,FALSE,1.016,INGRID,,DIECKMANN,Thurs,24.4,Cat,Milk
3146,,04-01-1981,16:27:47,,1.572,LEJA,,LEYBOURNE,Fri,39.1,Dog,Roasted
3147,,03-05-2019,21:14:37,TRUE,1.699,THAMARA,ROSS JARRYD,NIKLAUS,Fri,39.5,Dog,Milk
3148,,18-10-2000,9:23:38,FALSE,1.832,KAIYAH,KARRI-ANNE,AMARASINGHE  MUDIYANSELAS,Tuesday,8.8,Giraffe,Dark
3149,,,16:28:57,FALSE,1.48,SIEVPIOR,THASMINI,SAPAUSKAS,Wed,5,Giraffe,Dark
3150,,,20:27:52,TRUE,1.443,THERA,KAYANDRA,BAXTER-ALTHOUSE,Monday,10,Cat,Milk
3151,No,31-10-1996,,FALSE,1.657,ACOCIA,ELIZABETH,NEGA,Sat,41.1,Dog,Dark
3152,No,03-09-1999,,FALSE,1.207,LESINA,SIANAH,BECKEDORF,Fri,21.9,Snail,Milk
3153,Yes,15-09-1997,,TRUE,1.313,BERG,,DANKERS,Sat,3.5,,Milk
3154,,26-02-1990,10:44:22,TRUE,,DIMITRA,,DUNKIN,Monday,13.2,Cat,Medium
3155,,12-07-1998,6:35:16,TRUE,,EGOR,,DE LEON-BURFORD,Sun,25.6,Dog,Milk
3156,,24-12-2016,5:56:48,TRUE,1.256,ANTOUN,,TRAGELLIS,Sat,18.6,Giraffe,Medium
3157,Yes,04-07-1989,21:46:27,TRUE,,HIKARI,,YUSOF,Monday,32.2,Cat,Roasted
3158,Yes,04-05-1998,10:24:21,,1.481,SHELDON,BROOKLIN,SCHLANK,Fri,28.1,Giraffe,Roasted
3159,,04-10-2002,,FALSE,,AYDAN,CIT,BAWKKHENG,Wed,14.5,Giraffe,Milk
3160,,28-09-1993,7:43:33,TRUE,1.799,ELLIAH,,FAYSAL,Monday,26.7,Dog,Milk
3161,No,30-08-1996,10:25:58,FALSE,1.757,EDSON,,SCHWARTZKOPFF,Thurs,25.1,Cat,Dark
3162,No,20-06-1982,18:09:26,FALSE,1.463,LAKIESHA,,ADIL,Monday,44.4,Cat,Dark
3163,,05-08-2002,13:31:34,FALSE,1.754,KAVEESHA,NYT,BAYANI,Sun,-2.9,Elephant,Dark
3164,,18-10-2020,6:16:38,TRUE,1.722,MAHIA,MASAMOTO,REINSCHMIDT-RYAN,Monday,6.2,Giraffe,Roasted
3165,,18-10-1985,19:33:09,TRUE,1.025,ANURADHA,,ROYUELA JIMENEZ,Tuesday,4.9,Snail,Dark
3166,,22-01-2016,4:56:47,TRUE,1.429,YESHA,SHANNIKA,VILLETRI,Monday,-2.6,Cat,Medium
3167,,14-06-2018,15:44:19,TRUE,1.554,MCCARTHY,KEELI,PAKRATH,Sun,34.1,Giraffe,Milk
3168,No,24-12-2001,6:29:09,TRUE,1.235,WANIA,,TYERMAN,Sat,31.6,Dog,Milk
3169,,24-06-1992,11:00:30,FALSE,,ALEXSANDRA,,HARPHAM,Wed,34,Elephant,Medium
3170,,29-04-2009,,TRUE,1.177,ESCOLASTICA,UYNEAK,TWIZELL,Monday,26.2,Elephant,Roasted
3171,Yes,25-10-1994,9:23:37,TRUE,1.994,KAISHA,,LAHOUNI,Thurs,32,Cat,Dark
3172,Yes,06-03-1983,4:53:42,TRUE,1.759,JAMILIA,,SAPIATZER,Wed,12.6,Dog,Roasted
3173,No,,19:52:01,FALSE,1.462,JAKSON,PUI,GARBOWSKA,Fri,26.1,Giraffe,Dark
3174,,26-09-2014,14:52:17,TRUE,1.082,BRADSON,,VERSTEGEN,Fri,17.7,,Dark
3175,,09-10-2003,22:27:45,TRUE,1.897,TONY,,LUDEWIGS,Sat,25.9,,Roasted
3176,Yes,23-12-2004,2:36:45,TRUE,1.87,SAMURAI,TE-ARNA,KEMAL,Fri,24.9,Snail,Dark
3177,,27-09-2018,2:58:04,TRUE,1.427,ERIDA,MARISSA,COPPIN,Sun,23,Elephant,Roasted
3178,,,21:47:35,TRUE,1.358,SOOSHIAN,,MACQUEEN,Fri,31,Elephant,Medium
3179,,03-01-1994,18:48:53,FALSE,,DARAH,,CHEGWIDDEN,Sun,33.1,,Medium
3180,,04-07-1981,2:17:42,FALSE,1.268,THIERNO,,WUNSCH,Sat,18.7,Cat,Milk
3181,,02-07-1991,22:24:26,,1.229,SHONTANA,DONGRUI,HURST-DELPHIN,Sat,9.1,Giraffe,Dark
3182,,10-07-1997,12:22:57,FALSE,1.215,MARJATTA,,MEDWIN CLARK,Sat,14.1,Elephant,Dark
3183,,,14:46:28,TRUE,,FADIL,BHAVNOOR,TEBYANI,Fri,13.3,,Milk
3184,No,30-12-2013,20:53:56,FALSE,1.432,NEV,AMETHYST,O'HANLON,Fri,34.6,Dog,Dark
3185,,18-05-1999,20:42:36,TRUE,1.486,TOHN,,JEGULA,Sun,31.5,Cat,Dark
3186,No,25-01-2007,11:34:56,FALSE,,DELLIT,TALIEN,COTHER,Fri,18.1,Cat,Medium
3187,Yes,07-07-1989,5:41:09,FALSE,1.95,DESHARNA,MERULLO,MEDHANIE,Tuesday,42.9,Dog,Dark
3188,,11-10-1999,1:00:22,TRUE,1.476,RAMESH,,MACKAY,Wed,21.9,Dog,Dark
3189,,30-08-2012,23:54:07,TRUE,,MIRRIAM,,SADLER-BIRT,Tuesday,16.2,Snail,Medium
3190,,06-02-2015,21:44:43,TRUE,,PAIGE,,BARDEN-ALLAN,Wed,35.6,,Milk
3191,Yes,11-12-1999,18:31:49,FALSE,1.984,WAMUI,KHUDABAKHSH,PROBETS,Sat,20.5,Snail,Dark
3192,,,22:56:42,TRUE,1.537,BOUCHER,PASCALE-DOMINIQUE,MANTINEO,Wed,14.2,Dog,Roasted
3193,,26-01-2005,7:08:35,,1.819,THIERNO,,DEWELL,Thurs,26.1,Elephant,Medium
3194,,19-11-2002,2:24:48,TRUE,1.638,TYLAR,JACQUELIN,KOURBELIS,Wed,42.1,Elephant,Medium
3195,,20-11-1996,12:36:34,TRUE,1.228,RAJESIVAN,SORITYA,YOSHITANI,Thurs,20.5,,Medium
3196,,18-07-1981,7:00:58,,1.869,HONGWEI,LIVA,FROUD,Sun,41.1,Snail,Dark
3197,,01-06-2015,0:45:04,TRUE,1.244,JITZE,,RUSDEN,Tuesday,4.7,Giraffe,Medium
3198,,03-01-1980,23:16:28,FALSE,1.418,TORI-LACE,,SHERIFF,Tuesday,45.4,,Roasted
3199,Yes,02-10-1983,,TRUE,1.017,SAABIR,BUENAFE,AMINI,Wed,9,Snail,Medium
3200,Yes,04-06-1980,1:42:00,,1.191,PRIANKA,AURICK,NOBLE-PEDLEY,Tuesday,23.1,Dog,Roasted
3201,No,22-11-2018,6:47:24,TRUE,1.562,XINTONG,,BRUS,Fri,17.3,Elephant,Milk
3202,,23-11-1985,23:32:03,FALSE,,SHANUM,IUSTIN,JRAIGE,Fri,20.3,Snail,Roasted
3203,,21-10-2014,15:05:41,FALSE,1.488,YEONWOO,TAKSIN,PRENZLER,Wed,19.7,Elephant,Milk
3204,No,12-10-1995,,FALSE,1.046,NGAKOROWAI,,GACZOL,Sun,36.3,,Milk
3205,,22-03-1997,0:48:07,,1.898,ZAQUOIYAH-LEE,AMALE,REGORIUS,Sat,15.4,Snail,Roasted
3206,,30-06-1997,18:37:02,FALSE,1.033,MANKIRAT,TROKUS,BAROHN,Sun,44.5,Elephant,Roasted
3207,,04-01-1988,7:43:47,FALSE,1.655,JESVIN,BHIM,HENNIG,Sun,20.3,,Roasted
3208,Yes,17-12-2018,11:25:17,FALSE,1.802,SHAKIRA-ANNE,TAMI,AGUOT,Fri,-0.2,,Roasted
3209,,29-09-2018,15:14:55,TRUE,1.915,BRITTANIE,THEJASSVI,TROST,Sun,23.1,Elephant,Roasted
3210,No,19-12-1983,16:45:45,,,ANNA-LEAH,TAYLOR,TEKLENBURG,Sun,26.6,Cat,Medium
3211,Yes,05-04-2014,,FALSE,1.958,ABDIFATAH,CARA-MAE,ENGELHARDT,Thurs,39,,Milk
3212,,10-04-2006,18:42:34,TRUE,,ABOUBAKR MA,,NDALISHIZE,Wed,38.6,,Roasted
3213,,17-05-2006,23:03:46,,,BUVENA,MATHULAN,BLANDTHORN,Wed,2.2,Elephant,Roasted
3214,,,22:16:28,FALSE,1.893,MACHIN,JAIRAH,FLINK,Thurs,0.7,Snail,Dark
3215,,,13:44:17,TRUE,1.994,AADITYA,ZACHARIYA,BRADSHAW-HAY,Sun,7.5,Dog,Dark
3216,,31-12-2000,,TRUE,1.411,GARFIELD,AFERISON,GEORGEOPOULOS,Fri,13.9,Elephant,Medium
3217,No,,5:49:09,FALSE,1.256,FLOYD,,VASSALLO,Sun,29,Cat,Milk
3218,,29-05-1994,8:08:09,FALSE,1.667,AMINADABU,MIGUELANGEL,EAGLE-MAUGHAN,Fri,2.7,Elephant,Medium
3219,No,14-11-2000,5:14:30,,,NAMPUENG,HADLEE,PROMSON,Fri,4.6,Cat,Roasted
3220,,20-04-1992,21:24:59,FALSE,1.466,EFSTRATIA,ERNST,CRAWFORD MARTINEZ,Wed,7.6,Snail,Roasted
3221,,17-09-2016,0:20:12,FALSE,1.061,AWATERE,,KARNESIS,Sat,23.1,,Dark
3222,,,19:03:22,FALSE,1.395,KATUNOV,JOHN-WADE,SAINT-SAENS,Fri,22,Elephant,Medium
